"","R.Condition","R.FileName","R.ProteinGroupsIdentified","R.Replicate","PG.FastaFiles","PG.Genes","PG.Organisms","PG.ProteinAccessions","PG.ProteinDescriptions","PG.ProteinNames","PG.Coverage","PG.IsSingleHit","PG.NrOfStrippedSequencesIdentified","PG.Qvalue","PG.Log2Quantity","PG.Quantity"
"33860","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HNRNPDL","Homo sapiens","A0A087WU03","Heterogeneous nuclear ribonucleoprotein D-like","A0A087WU03_HUMAN","31.60%",TRUE,1,0,13.05728166,8523.803711
"33865","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PTBP1","Homo sapiens","A0A087WU68","Polypyrimidine tract-binding protein 1 (Fragment)","A0A087WU68_HUMAN","22.90%",TRUE,1,0,9.427096047,688.3965454
"34202","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NBDY","Homo sapiens","A0A0U1RRE5","Negative regulator of P-body association","NBDY_HUMAN","39.70%",FALSE,1,0,9.920723384,969.2489014
"34585","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","AHRR","Homo sapiens","A0A7I2PK40;A9YTQ3;D6RE68","Aryl hydrocarbon receptor repressor","A0A7I2PK40_HUMAN;AHRR_HUMAN;D6RE68_HUMAN","4.3%;4.3%;5.4%",FALSE,2,0,11.19096641,2337.849609
"34659","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PIP5K1C","Homo sapiens","A0A7P0T808;O60331","Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma","A0A7P0T808_HUMAN;PI51C_HUMAN","4.3%;4.5%",FALSE,2,0,12.04714122,4232.050781
"34832","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","MYLK","Homo sapiens","A0A8I5KU53;Q15746","Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle","A0A8I5KU53_HUMAN;MYLK_HUMAN","1.9%;1.9%",FALSE,2,0.000374719,10.96928674,2004.861328
"35060","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ZNF840P","Homo sapiens","A6NDX5","Putative zinc finger protein 840","ZN840_HUMAN","3.10%",FALSE,2,0,8.402064567,338.277771
"35081","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","CCDC85C","Homo sapiens","A6NKD9","Coiled-coil domain-containing protein 85C","CC85C_HUMAN","10.50%",FALSE,2,0,7.288615472,156.3478394
"35125","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TMCO5B","Homo sapiens","A8MYB1","Transmembrane and coiled-coil domain-containing protein 5B","TMC5B_HUMAN","4.60%",FALSE,2,0,8.50993963,364.5415955
"35327","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","AZGP1","Homo sapiens","C9JEV0;P25311","Zinc-alpha-2-glycoprotein","C9JEV0_HUMAN;ZA2G_HUMAN","16.3%;12.4%",FALSE,2,0,7.197740728,146.8033142
"35347","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","USP4","Homo sapiens","C9JNU9","Ubiquitin carboxyl-terminal hydrolase 4","C9JNU9_HUMAN","6.10%",FALSE,1,0.000252048,8.790826431,442.896698
"35414","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"20230525_jclcleaned_MQcontaminants","ALB","","CON__P02769","Bovine serum albumin","ALBU_BOVIN","70.50%",FALSE,50,0,16.73721154,109245.2891
"35435","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"20230525_jclcleaned_MQcontaminants","CYCS","","CON__P62894","Cytochrome c","CYC_BOVIN","59%",FALSE,9,0,14.25302483,19524.86328
"35442","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"20230525_jclcleaned_MQcontaminants","TF","","CON__Q0IIK2","Serotransferrin (UP merge to Q29443)","TRFE_BOVIN","77.10%",FALSE,57,0,14.3972717,21577.97266
"35479","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"20230525_jclcleaned_MQcontaminants","KRT16","","CON__Q3ZAW8;CON__Q9Z2K1","Keratin intermediate filament 16a;Keratin, type I cytoskeletal 16","KRT16_MOUSE","8.2%;8.3%",FALSE,2,0,11.11125987,2212.19043
"35876","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","BRDT","Homo sapiens","F8W0H2","Bromodomain testis-specific protein (Fragment)","F8W0H2_HUMAN","41.30%",FALSE,2,0,8.941865579,491.7787476
"35989","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","BMAL2","Homo sapiens","H0Y5R1;Q8WYA1","Basic helix-loop-helix ARNT-like 2 (Fragment);Basic helix-loop-helix ARNT-like protein 2","H0Y5R1_HUMAN;BMAL2_HUMAN","7.7%;7.1%",FALSE,2,0,9.710588906,837.8736572
"36005","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","DEF6","Homo sapiens","H0Y7V7;Q9H4E7","Differentially-expressed in FDCP 6 homolog;Differentially expressed in FDCP 6 homolog","H0Y7V7_HUMAN;DEFI6_HUMAN","3.4%;3.2%",FALSE,2,0.001485516,10.28360472,1246.446045
"36031","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","MYOF","Homo sapiens","H0YD14","Myoferlin (Fragment)","H0YD14_HUMAN","2%",FALSE,2,0,10.07736747,1080.413208
"36134","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ATXN2L","Homo sapiens","H3BUF6","Ataxin-2-like protein","H3BUF6_HUMAN","4.30%",FALSE,2,0,8.077610157,270.1487427
"36173","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640",";TATDN2","Homo sapiens","H7C1W4;Q93075","Deoxyribonuclease TATDN2 (Fragment);Putative deoxyribonuclease TATDN2","H7C1W4_HUMAN;TATD2_HUMAN","5.9%;5.1%",FALSE,2,0.000374719,7.97784134,252.0980835
"36189","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","FARP2","Homo sapiens","H7C3M7","FERM, ARHGEF and pleckstrin domain-containing protein 2 (Fragment)","H7C3M7_HUMAN","6.20%",FALSE,2,0.00356967,10.50613612,1454.327148
"36556","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TECPR2","Homo sapiens","O15040","Tectonin beta-propeller repeat-containing protein 2","TCPR2_HUMAN","1.60%",FALSE,2,0,14.3658748,21113.45117
"36619","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TLR3","Homo sapiens","O15455","Toll-like receptor 3","TLR3_HUMAN","2.70%",FALSE,2,0,7.806321182,223.8395538
"36961","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","LRIG2","Homo sapiens","O94898","Leucine-rich repeats and immunoglobulin-like domains protein 2","LRIG2_HUMAN","2.40%",FALSE,2,0.003812569,8.293637085,313.7859802
"37051","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RAB3D","Homo sapiens","O95716","Ras-related protein Rab-3D","RAB3D_HUMAN","40.60%",FALSE,7,0,10.20087661,1176.982056
"37100","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230503_Pierce88342_6Mix_Uniprotsequences","ADH1","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)","P00330","Alcohol dehydrogenase 1","ADH1_YEAST","43.60%",FALSE,17,0,15.57143718,48693.35156
"37117","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230503_Pierce88342_6Mix_Uniprotsequences","LYZ","Gallus gallus","P00698","Lysozyme C","LYSC_CHICK","33.30%",FALSE,6,0,14.57128973,24344.1875
"37118","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230503_Pierce88342_6Mix_Uniprotsequences","lacZ","Escherichia coli (strain K12)","P00722","Beta-galactosidase","BGAL_ECOLI","46.70%",FALSE,40,0,15.33157031,41234.67188
"37127","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","CSTA","Homo sapiens","P01040","Cystatin-A","CYTA_HUMAN","42.90%",FALSE,3,0,8.51068788,364.7307129
"37195","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PRKCB","Homo sapiens","P05771","Protein kinase C beta type","KPCB_HUMAN","3.90%",FALSE,2,0,10.23252325,1203.085327
"37209","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","LPL","Homo sapiens","P06858","Lipoprotein lipase","LIPL_HUMAN","7.60%",FALSE,2,0,8.59064461,385.5153809
"37359","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PIP","Homo sapiens","P12273","Prolactin-inducible protein","PIP_HUMAN","21.20%",FALSE,2,0,6.031341114,65.4055481
"37379","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","C6","Homo sapiens","P13671","Complement component C6","CO6_HUMAN","4.50%",FALSE,2,0,7.239259525,151.0894928
"37432","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","GLB1","Homo sapiens","P16278","Beta-galactosidase","BGAL_HUMAN","28.10%",FALSE,16,0,11.79501834,3553.483643
"37610","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TARS1","Homo sapiens","P26639","Threonine--tRNA ligase 1, cytoplasmic","SYTC_HUMAN","62.80%",FALSE,42,0,14.68066009,26261.4707
"37701","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","CASP14","Homo sapiens","P31944","Caspase-14","CASPE_HUMAN","32.20%",FALSE,5,0,6.343791467,81.22159576
"39089","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","DCAF6","Homo sapiens","Q58WW2","DDB1- and CUL4-associated factor 6","DCAF6_HUMAN","4.10%",FALSE,2,0,7.535170229,185.4864807
"39099","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","DALRD3","Homo sapiens","Q5D0E6","DALR anticodon-binding domain-containing protein 3","DALD3_HUMAN","7%",FALSE,2,0,9.876347946,939.8898926
"39293","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HGSNAT","Homo sapiens","Q68CP4","Heparan-alpha-glucosaminide N-acetyltransferase","HGNAT_HUMAN","3.80%",FALSE,2,0,11.06996203,2149.763184
"40223","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RFFL","Homo sapiens","Q8WZ73","E3 ubiquitin-protein ligase rififylin","RFFL_HUMAN","10.20%",FALSE,2,0,7.034873669,131.1317902
"40526","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RNF185","Homo sapiens","Q96GF1","E3 ubiquitin-protein ligase RNF185","RN185_HUMAN","7.30%",FALSE,2,0,8.57386985,381.0588074
"40589","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ZNF462","Homo sapiens","Q96JM2","Zinc finger protein 462","ZN462_HUMAN","2%",FALSE,2,0.000374719,8.746924093,429.6220093
"40874","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ALKBH7","Homo sapiens","Q9BT30","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial","ALKB7_HUMAN","14%",FALSE,2,0,7.903880467,239.4997711
"41775","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","POLK","Homo sapiens","Q9UBT6","DNA polymerase kappa","POLK_HUMAN","4.10%",FALSE,2,0,7.180344593,145.0437775
"41912","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8166,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ACAD8","Homo sapiens","Q9UKU7","Isobutyryl-CoA dehydrogenase, mitochondrial","ACAD8_HUMAN","5.50%",FALSE,2,0,8.730610894,424.7914429
"42286","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ELOF1","Homo sapiens","A0A024R7E8;K7EMV4;K7EN05;K7EPC8;K7EQ44;P60002","Transcription elongation factor 1 homolog","A0A024R7E8_HUMAN;K7EMV4_HUMAN;K7EN05_HUMAN;K7EPC8_HUMAN;K7EQ44_HUMAN;ELOF1_HUMAN","17.3%;15%;23.7%;20%;15.8%;21.7%",TRUE,1,0,11.38059516,2666.247803
"42288","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NUDT4B;NUDT4","Homo sapiens","A0A024RBG1;Q9NZJ9","Diphosphoinositol polyphosphate phosphohydrolase NUDT4B;Diphosphoinositol polyphosphate phosphohydrolase 2","NUD4B_HUMAN;NUDT4_HUMAN","29.8%;30%",FALSE,4,0,10.53185866,1480.489624
"42295","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NOSIP","Homo sapiens","A0A075B6F9","Nitric oxide synthase-interacting protein","A0A075B6F9_HUMAN","7.90%",TRUE,1,0,7.297517488,157.3155518
"42299","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PPIAL4E;PPIAL4F;PPIAL4D;PPIAL4F","Homo sapiens","A0A075B759;A0A0H2UH34;F5H284;P0DN26","Peptidyl-prolyl cis-trans isomerase A-like 4E;Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase A-like 4D;Peptidyl-prolyl cis-trans isomerase A-like 4F","PAL4E_HUMAN;A0A0H2UH34_HUMAN;PAL4D_HUMAN;PAL4F_HUMAN","0%;0%;0%;0%",TRUE,0,0.738363141,NA,NA
"42302","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","IKBKE","Homo sapiens","A0A075B7B4;Q14164","Inhibitor of nuclear factor kappa-B kinase subunit epsilon","A0A075B7B4_HUMAN;IKKE_HUMAN","0%;0%",TRUE,0,0.321037601,NA,NA
"42303","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PSG7;PSG7;PSG6;PSG5;PSG5;PSG6;PSG5;PSG6;PSG7;PSG5","Homo sapiens","A0A087WT09;A0A096LNM5;B5MCE1;E7EQY3;E9PC55;M0QZA7;M0R1G9;Q00889;Q13046;Q15238","Putative pregnancy-specific beta-1-glycoprotein 7;Putative pregnancy-specific beta-1-glycoprotein 7;Pregnancy-specific beta-1-glycoprotein 6;Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 6 (Fragment);Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 6;Pregnancy-specific beta-1-glycoprotein 7;Pregnancy-specific beta-1-glycoprotein 5","A0A087WT09_HUMAN;A0A096LNM5_HUMAN;B5MCE1_HUMAN;E7EQY3_HUMAN;E9PC55_HUMAN;M0QZA7_HUMAN;M0R1G9_HUMAN;PSG6_HUMAN;PSG7_HUMAN;PSG5_HUMAN","0%;0%;0%;0%;0%;0%;0%;0%;0%;0%",TRUE,0,0.652998341,NA,NA
"42309","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HTD2","Homo sapiens","A0A087WTC8;P86397","Hydroxyacyl-thioester dehydratase type 2, mitochondrial (Fragment);Hydroxyacyl-thioester dehydratase type 2, mitochondrial","A0A087WTC8_HUMAN;HTD2_HUMAN","36.8%;16.7%",TRUE,1,0,9.32944079,643.3414307
"42310","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","BCL2L13","Homo sapiens","A0A087WTL4","Bcl-2-like protein 13","A0A087WTL4_HUMAN","2.80%",TRUE,1,0,11.85415302,3702.163818
"42312","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","KCNIP1","Homo sapiens","A0A087WTU8;A0A0A0MS16;A0A1B0GTZ7;Q9NZI2","Kv channel-interacting protein 1","A0A087WTU8_HUMAN;A0A0A0MS16_HUMAN;A0A1B0GTZ7_HUMAN;KCIP1_HUMAN","0%;0%;0%;0%",TRUE,0,0.031887909,NA,NA
"42313","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ALMS1","Homo sapiens","A0A087WTU9;A0A087WV20;A0A804HIB7;A0A804HJA5;A0A804HJW3;A0A804HKC0;A0A804HKP4;A0A804HL70;Q8TCU4","Centrosome-associated protein ALMS1;Centrosome-associated protein ALMS1;Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1","A0A087WTU9_HUMAN;A0A087WV20_HUMAN;A0A804HIB7_HUMAN;A0A804HJA5_HUMAN;A0A804HJW3_HUMAN;A0A804HKC0_HUMAN;A0A804HKP4_HUMAN;A0A804HL70_HUMAN;ALMS1_HUMAN","0%;0%;0%;0%;0%;0%;0%;0%;0%",TRUE,0,0.124715739,NA,NA
"42316","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HNRNPDL","Homo sapiens","A0A087WU03","Heterogeneous nuclear ribonucleoprotein D-like","A0A087WU03_HUMAN","31.60%",TRUE,1,0,12.83007269,7281.766113
"42321","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PTBP1","Homo sapiens","A0A087WU68","Polypyrimidine tract-binding protein 1 (Fragment)","A0A087WU68_HUMAN","22.90%",TRUE,1,0,9.223988274,597.9944458
"42658","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NBDY","Homo sapiens","A0A0U1RRE5","Negative regulator of P-body association","NBDY_HUMAN","51.50%",FALSE,2,0,10.0414461,1053.84436
"43041","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","AHRR","Homo sapiens","A0A7I2PK40;A9YTQ3;D6RE68","Aryl hydrocarbon receptor repressor","A0A7I2PK40_HUMAN;AHRR_HUMAN;D6RE68_HUMAN","2.6%;2.6%;3.2%",FALSE,1,0,10.58514846,1536.197998
"43115","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PIP5K1C","Homo sapiens","A0A7P0T808;O60331","Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma","A0A7P0T808_HUMAN;PI51C_HUMAN","4.3%;4.5%",FALSE,2,0,11.77183671,3496.841553
"43288","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","MYLK","Homo sapiens","A0A8I5KU53;Q15746","Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle","A0A8I5KU53_HUMAN;MYLK_HUMAN","1.9%;1.9%",FALSE,2,0.000374719,11.08875735,2177.953369
"43516","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ZNF840P","Homo sapiens","A6NDX5","Putative zinc finger protein 840","ZN840_HUMAN","1%",FALSE,1,0,8.138485711,281.7917786
"43537","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","CCDC85C","Homo sapiens","A6NKD9","Coiled-coil domain-containing protein 85C","CC85C_HUMAN","10.50%",FALSE,2,0,9.104358321,550.4082642
"43581","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TMCO5B","Homo sapiens","A8MYB1","Transmembrane and coiled-coil domain-containing protein 5B","TMC5B_HUMAN","2.30%",FALSE,1,0,8.665634319,406.0839844
"43783","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","AZGP1","Homo sapiens","C9JEV0;P25311","Zinc-alpha-2-glycoprotein","C9JEV0_HUMAN;ZA2G_HUMAN","16.3%;12.4%",FALSE,2,0,7.085164294,135.783493
"43803","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","USP4","Homo sapiens","C9JNU9","Ubiquitin carboxyl-terminal hydrolase 4","C9JNU9_HUMAN","9.90%",FALSE,2,0.000252048,8.208756937,295.8571472
"43870","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"20230525_jclcleaned_MQcontaminants","ALB","","CON__P02769","Bovine serum albumin","ALBU_BOVIN","70.50%",FALSE,49,0,16.79052042,113357.5078
"43891","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"20230525_jclcleaned_MQcontaminants","CYCS","","CON__P62894","Cytochrome c","CYC_BOVIN","59%",FALSE,9,0,14.29291809,20072.29688
"43898","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"20230525_jclcleaned_MQcontaminants","TF","","CON__Q0IIK2","Serotransferrin (UP merge to Q29443)","TRFE_BOVIN","76.60%",FALSE,56,0,14.48739785,22968.95898
"43935","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"20230525_jclcleaned_MQcontaminants","KRT16","","CON__Q3ZAW8;CON__Q9Z2K1","Keratin intermediate filament 16a;Keratin, type I cytoskeletal 16","KRT16_MOUSE","3.4%;3.4%",FALSE,1,0,11.0111078,2063.829102
"44332","200pmol","20231201_jcl_6mix_200pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8161,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","BRDT","Homo sapiens","F8W0H2","Bromodomain testis-specific protein (Fragment)","F8W0H2_HUMAN","41.30%",FALSE,2,0,9.387563664,669.7893677
